ID,Resume Summary,Resume Score based on Recommendations,Suspicious Wording Score,Recommendation Redundancy Score
76,"1. Resume Summary: The candidate is an IT professional with over 9 years of experience in client/server development, project management, and technical support. They possess strong analytical skills, are detail-oriented, and have a proven ability to work effectively with all levels of management.

2. Objective: None (The resume does not explicitly state the candidate's career goals or the type of role they are seeking.)

3. Experience: 
- Information Technology Coordinator (Nov 2003 - Current): Provided technical support, built and managed web presence, and researched grant opportunities for the Leadership SOAR program.
- Web Developer (Jun 2003 - Current): Implemented online solutions for small businesses using the full System Development Life Cycle, and provided support operations.
- Intranet Application Support Analyst (Jan 2003 - Jul 2007): Managed the timeliness and accuracy of system parameter setups, data migration, and implemented successful business-wide initiatives.

4. Accomplishments: 
- Successfully implemented 14 new portfolios with a combined growth of $1.26B in new receivables.
- Increased system productivity by 50% for the Ovations! rewards and recognition system.
- Stabilized the Kronos TM Workforce Central application, ensuring 99% compliance in handling employee payroll.
- Implemented a database migration plan from MS SQL Server 6.5 to 2000, reducing end-user downtime to zero.

5. Education: 
- Bachelor's Degree in Computer Information Systems from DeVry University (2000-2004) with a GPA of 3.46.

6. Projects: 
- Implemented Ovations! - An associate rewards and recognition program used by over 30,000 employees.
- Developed Kronos TM Workforce Central - a time and attendance program for 13,000 non-exempt employees.
- Managed the development of several company-wide Intranet initiatives.

7. Skills: 
- Proficient in ASP, ASP.net, MS SQL Server, SQL, Oracle, JavaScript, HTML, DHTML, XML, CSS, and PHP.
- Experienced in database management, project management, technical support, and software development.
- Skilled in online marketing, media strategy, networking, and customer service.
- Certified in Six Sigma Green Belt.",8.0,8,0.09904761904761906
77,"1. Resume Summary: Experienced administrative professional with over 10 years of experience in high-level executive support roles, possessing strong organizational, problem-solving, and interpersonal skills.

2. Objective: Seeking a role that utilizes administrative, management, and customer service skills to deliver high-quality results in a dynamic environment.

3. Experience: 
- Client Advocate / Escalation Specialist at Company Name (Nov 2015 - May 2016): Handled escalated customer calls, coached customer service representatives, and improved skills.
- Business Manager, HR Coordinator, Training Coordinator, Receptionist at Company Name (Jun 2008 - Oct 2015): Managed administrative, accounting, financial, and purchasing functions, assisted with recruiting, performed payroll, and maintained employee personnel files.
- Records Management / Document Management System Implementer at Company Name (Jan 2007 - Nov 2007): Assisted in building a DMS library and performed document audits.
- Telerecruiter at Company Name (Feb 2005 - Jun 2005): Contacted blood donors, scheduled appointments, and updated contact information.
- Student Administrative Assistant Vice Chancellor at Company Name (Sep 2001 - Sep 2004): Managed university utilities, created databases, and audited resident alien files.

4. Accomplishments: Saved the university a minimum of $200,000 in potential fines by creating and auditing a database for resident alien files.

5. Education: 
- Bachelor of Arts in Political Science Pre-Law from the University of New Orleans (2017)
- Certificate in Paralegal from East Tennessee University (2016)

6. Projects: None.

7. Skills: 
- Strong clerical, management, and administrative skills
- Microsoft Office proficiency
- Customer service skills",8.0,8,0.04987012987012988
78,"1. Resume Summary: The candidate is a highly motivated and experienced professional with 7+ years of customer service experience, advanced written and spoken communication skills, and a strong background in business administration. They possess knowledge of employment and training laws, policies, and regulations, and have experience working with employers and job seekers.

2. Objective: None.

3. Experience: 
- Group Fitness Instructor at Company Name (January 2014 - Current): taught group fitness classes, promoted knowledge of proper group fitness components, and maintained equipment and room.
- Manager at Company Name (January 2013): managed property, updated leases, handled tenant relations, and performed bookkeeping and accounting tasks.
- Property Manager at Company Name (January 2012 - January 2013): managed cleaning staff, responded to rental inquiries, and updated website and calendars.
- Graduate Assistant at Company Name (January 2012 - June 2012): assisted personnel in the business department, taught classes, and provided guidance to students.
- Office Manager/Executive Assistant to President and CEO at Company Name (June 2010 - March 2012): provided administrative functions, managed financial reports, and developed human resources programs.
- Office Manager/Human Resources Administrator at Company Name (March 2010 - July 2010): managed administrative functions, counseled and trained employees, and assisted in the creation of the Career Resource Center.
- Independent Contractor (March 2009 - March 2010): designed, developed, and marketed a yoga fitness program.
- Office Manager/Executive Assistant to Director of Operations (May 2008 - March 2009): managed accounting and IT support, coordinated human resources tasks, and researched and wrote company newsletters.
- General Manager at Company Name (January 2007 - April 2008): managed customer relations, coordinated training programs, and initiated human resources programs.
- Account Manager at Company Name (February 2004 - February 2006): initiated administrative functions, created and maintained databases, and researched loan handling.

4. Accomplishments: Devised a successful recruiting plan for new call centers, resulting in [Number] new employees in [Number] months.

5. Education: 
- Master of Business Administration (MBA) from Western New Mexico University (2012)
- Bachelor of Arts in English from Western Washington University (2003)
- Additional Trainings and Certifications:
  - National Federation of Professional Trainers (NFPT) Personal Training Workshop and Certification (May 2016)
  - Keiser M3 Indoor Cycling Instructor Program Indoor Cycling Certification (February 2016)
  - CorePower Yoga 200 Hour Yoga Teacher Training (December 2015)
  - Chicago Yoga Center 100 Hour Yoga Teacher Training (December 2015)
  - CPR Certified (May 2008)

6. Projects: None.

7. Skills: 
- Accounting, accounts payable, accounts receivable, administrative functions, auditing, billing, bookkeeping, budgeting, business development, contracts, cost accounting, CPR Certified, client relations, customer relations, customer service, data entry, databases, direct marketing, economics, editing, filing, finance, financial analysis, financial reports, human resources, instructor, inventory, IT support, team building, ledger, letters, managing, market research, marketing, meetings, mentoring, office, newsletter, organizational, payroll, personnel, physical therapy, project management, property management, purchasing, Quickbooks, rehabilitation, research, safety, sales, scheduling, tax, teacher, teaching, technical support, answering phones, training programs, website, written.",8.0,8,0.006233766233766235
79,"1. Resume Summary: The candidate is an organized professional with experience in donor relations, teaching, and leadership. They possess strong communication skills, are detail-oriented, and have experience with CRM systems, including Salesforce.

2. Objective: None (The resume does not explicitly state the candidate's career goals or the type of role they are seeking.)

3. Experience: 
- Donor Advocate at Company Name (2017-2020): Managed giving goals of 300 donors, created individualized communication plans, and worked with internal departments to secure project information.
- Team Leader for the Children of the World Choir (2016-2017): Led a team of 19 individuals, directed concerts, and built professional relationships with partners across the United States.
- Elementary Teacher at Company Name (2012-2016): Created hands-on activities, implemented remediation and enrichment lessons, and established a behavior management system.

4. Accomplishments: 
- Achieved 100% pass rate on Virginia Reading SOL test and 100% pass rate two years in a row on Virginia Math SOL test as an Elementary Teacher.
- No other notable achievements or awards are mentioned in the resume.

5. Education: Bachelor of Science in Special and Elementary Education from Liberty University, graduated in 2011.

6. Projects: None (The resume does not mention any specific projects the candidate has worked on.)

7. Skills: 
- Detail-oriented
- Effective time management
- Strong written and oral communication skills
- Strategic thinker
- Goal-oriented
- Relationship building
- CRM Experience
- Salesforce software",8.0,8,0.01246753246753247
80,"1. Resume Summary: The candidate is a Customer Success Advocate with 8 years of experience in technical support, customer service, and IT. They have a strong background in computer hardware, software, and networking, with proficiency in multiple operating systems, including Linux, Macintosh, and Windows.

2. Objective: None (The resume does not explicitly state the candidate's career goals or the type of role they are seeking.)

3. Experience: 
- Customer Success Advocate at Company Name (November 2015 - Current): Supports multiple customers via live chat, monitors chat and ticket queues, and escalates tickets to tier II support teams when needed.
- Technology Support Specialist at Company Name (June 2013 - November 2013): Provided technical support to users, installed and maintained computer hardware and software, and assisted with classroom operations.
- Install Technician at State (January 2012 - June 2012): Installed television, audio, and security equipment, and worked with audio, video, and network wiring/cabling.
- Hardline Merchandiser/Electronics Associate at Company Name (June 2013 - November 2013): Assisted customers with electronics-related queries and performed various tasks related to electronics sales.

4. Accomplishments: None (The resume does not mention any notable achievements or awards received by the candidate.)

5. Education: 
- Bachelor of Science in Computer Information Technology from Northern Arizona University (2017)
- High School Diploma from Sandra Day O'Connor High School (2014)

6. Projects: None (The resume does not mention any significant projects the candidate has worked on.)

7. Skills: 
- Operating Systems: Linux, Macintosh, Windows (XP, Vista, Win7, Win8, Win10)
- Software: Microsoft Office Suite, Google Apps, anti-virus software
- Programming languages: Python, PHP, Javascript, HTML
- Networking: TCP/IP, routing, network services
- Hardware: PC components, peripherals, television, audio equipment
- Other: Active Directory, Ghost, Diamond, PostGhost Database, email clients, instant messaging clients, video-chat software.",8.0,8,0.006233766233766235
81,"1. Resume Summary: The candidate is a seasoned IT professional with over 20 years of experience in the Aviation Ground Handling sector, specializing in project management, system administration, and IT support. He has worked in various roles, including Global IT Project Manager, IT Project Manager, Support Analyst, and System Administrator.

2. Objective: None (No clear career goals or job aspirations mentioned in the resume)

3. Experience: 
- Global IT Project Manager at Air Menzies International Limited (2013-Present): Managed internal systems, led Java development teams, and ensured end-user support across four regions.
- IT Project Manager at Menzies Aviation (2007-2013): Managed major projects, including IT infrastructure implementation for new airport locations and expansion of ground handling business in the UK and Europe.
- Support Analyst and System Administrator at Menzies Aviation (2001-2007): Provided front-line support, administered IT systems, and assisted in the installation of various systems.
- Business Analyst at Ogden Cargo System and Support team (1998-2001): Assisted in administering the ISO 9002 Certified Quality System and developed reports using a Business Intelligence tool.

4. Accomplishments: None (No specific achievements or awards mentioned in the resume)

5. Education: 
- Bachelor of Science in Mathematics from the University of Glamorgan (1996)
- A Levels in Mathematics and Geography from Cardinal Newman R.C. School (1992)
- GSCEs in Mathematics, Geography, Biology, English, French, and Physics from Cardinal Newman R.C. School (1992)

6. Projects: 
- Data Centre transformation project: Migrated applications to a new Enterprise Cloud Service with a third-party supplier.
- Project Managed the IT Infrastructure for green field Station start-ups in Hyderabad and Bangalore (2007-2008)
- Implemented IT systems and infrastructure for easyJet Station start-ups in Bristol, Tenerife, Ibiza, and Barcelona (2009)

7. Skills: 
- Proficient in Windows, Windows Office Suites, Citrix, Active Directory, JIRA, Trello, and Service Now ITSM.",9.0,8,0.0
82,"1. Resume Summary: The candidate is an experienced IT professional with over 20 years of experience in network engineering, software implementation, and database management. They possess excellent communication skills, strong problem-solving skills, and a sound work ethic.

2. Objective: None (The resume does not explicitly state the candidate's career goals or the type of role they are seeking.)

3. Experience: 
- Information Technology Coordinator at Company Name (May 2000 to Current): Led the implementation of Navision ERP System, upgraded from Navision's proprietary C/side database to SQL 2000 database, and created custom databases for leading National and Regional financial institutions.
- Information Systems Manager at Company Name (January 1996 to Current): Designed in-house proprietary customer relation database, implemented Microsoft 2003 SBS, and led design of corporate web site and internet marketing campaigns.

4. Accomplishments: 
- Repeated employee of the month winner and Administrate employee of the year/President Club Winner in 2003 and 2008.
- Successfully implemented a $300,000 Navision ERP System.
- Created and implemented custom databases that increased revenue for leading National and Regional financial institutions.
- Developed an electronic work order ticket that greatly improved cash flow.
- Designed and implemented a company-wide disaster recovery plan.

5. Education: 
- Bachelor of Arts in Business Management from Curry College (1988).

6. Projects: 
- Led the redesign of the corporate website, including online shopping cart, site customer extranet, and employee intranet.
- Developed numerous in-house databases and reports to suit customers' specific billing and reporting needs.
- Designed and implemented Microsoft 2003 SBS.

7. Skills: 
- Proficient in Microsoft Windows, Microsoft Server, Microsoft Active Directory, Microsoft SQL, Microsoft Access, Navision, Cisco, Fortinet Firewalls, and various other software and hardware technologies.
- Strong knowledge of network systems, database management, and content management platforms.
- Experienced in designing and implementing disaster recovery plans, network infrastructure, and corporate websites.",9.0,8,0.3343475572047001
83,"1. Resume Summary: A seasoned healthcare administration professional with a Master's degree in Healthcare Administration and over 8 years of experience in medical records management, healthcare operations, and project management. Skilled in Electronic Medical Records (EMR), data analysis, and process improvement.

2. Objective: Seeking a leadership role in healthcare administration where I can utilize my skills and experience to drive operational excellence, improve patient satisfaction, and ensure regulatory compliance.

3. Experience: 
- Medical Record Technician (2014-Present): Managed healthcare information, analyzed complex data, and ensured regulatory compliance at a medical facility.
- Healthcare Unit Coordinator (2012-2014): Coordinated patient care services, managed inventory, and provided administrative support at a healthcare unit.
- Volunteer Floor Host (2010-2012): Demonstrated compassion and leadership while interacting with patients, families, and healthcare professionals at a medical facility.
- Healthcare Unit Coordinator (2012-2014): Oversaw inventory, managed executive calendar, and coordinated project team meetings at a healthcare unit.

4. Accomplishments: None.

5. Education: 
- Master of Healthcare Administration (M.H.A.), The University of Phoenix (2014)
- Bachelor of Science in Business Administration, Dallas Baptist University (2008)

6. Projects: None.

7. Skills: 
- Business operations
- Clerical
- Interpersonal skills
- Customer service
- Databases
- Documentation
- Leadership
- Access
- Excel
- Microsoft Office
- Outlook
- PowerPoint
- Word
- Process improvement
- Quality improvement
- Reporting
- Six Sigma
- Spreadsheet
- Word processing",8.0,8,0.23510204081632655
84,"1. Resume Summary: The candidate is a Reading, Speech & Language Arts Teacher with 15 years of experience, specializing in designing and implementing original classroom curricula, and possessing excellent communication and interpersonal skills.

2. Objective: None.

3. Experience: 
- Reading, Speech & Language Arts Teacher at [Company Name], January 2000 to January 2015 (currently on educational leave of absence)
  - Taught various English courses, including 6th Grade English Language Arts, speech communication, sophomore English, Analytical Reading Elective, freshman English, English Skills Competency, and Creative Writing Elective.
  - Designed and implemented original classroom curricula, focusing on reading comprehension, spelling, vocabulary, communication concepts, and literary devices.

4. Accomplishments: 
- Successfully transitioned the yearbook creation process to use computers and digital photos.
- Organized and supervised production of graduation ceremony video show.
- Received the U.S. Dept. of Education TEACH Grant Program.

5. Education: 
- Master of Arts Degree in Secondary Classroom from Saginaw Valley State University.
- Secondary Teaching Certification in Communication & Theater English and Psychology from Saginaw Valley State University.
- Bachelor of Applied Arts Degree in Interpersonal and Public Communication Marketing from Central Michigan University.
- Teaching Certification in Michigan Secondary (6-12) Professional Education Certificate, Speech, Dramatic Arts/Theater, English, and Psychology.

6. Projects: None.

7. Skills: 
- Arts
- Creative Writing
- Delivery
- English
- Fiction
- Novels
- Poetry
- Reading
- Research
- Speech
- Teaching",8.0,8,0.08658008658008659
85,"1. Resume Summary: 
John Chriskey is a seasoned Purchaser/Production Coordinator with 15 years of experience in the Aviation industry, specializing in procurement, logistics, and inventory management. He has worked with various aircraft makes and models, including Boeing, Airbus, and Lockheed.

2. Objective: 
Seeking a challenging role in procurement, logistics, or supply chain management where he can utilize his skills and experience to contribute to a progressive organization.

3. Experience: 
- Purchaser/Production Coordinator at Flightstar (January 2011 - Current): Responsible for purchasing, inventory management, and production coordination. 
- Purchasing Clerk/Material Specialist at Vision Airlines (February 2009 - December 2010): Managed purchasing, stores, warehouse, shipping, and receiving operations.
- Purchasing Agent/Material Expeditor (February 2005 - January 2009): Coordinated purchasing, expediting, and logistics for various airline companies and military organizations.

4. Accomplishments: 
None

5. Education: 
- Transportation Dangerous Goods Development Group Training Certificate (1/2010)
- Vision Airlines Maintenance Indoctrination Course Training Certificate (8/2009)
- Vision Airlines Reduced Vertical Separation Minimum Training Certificate (RVSM) (8/2009)
- Lake City Test of Basic Education (TABE) Community College Form 9, Level A, Score 12.9 (8/2008)
- Federal Aviation Certificate of Training ""Gold Award"" Administration Maintenance Technicians Awards Program (12/2005)
- State of Florida High School Diploma Department of Education (5/2001)

6. Projects: 
None

7. Skills: 
- Proficient in MS Office suite (Excel, Word)
- Experienced in logistics, procurement, inventory management, and supply chain management
- Knowledgeable in aviation industry regulations and standards
- Strong communication and negotiation skills
- Ability to work under pressure and prioritize tasks
- Familiarity with DELL, Adobe, and other work-related software.",-1.0,8,0.0
86,"1. Resume Summary: The candidate is a committed and motivated administrative assistant with exceptional customer service and decision-making skills. They possess a strong work ethic, professional attitude, and great initiative, with experience in supporting company staff, office personnel, and customer needs.

2. Objective: None (The resume does not explicitly state the candidate's career goals or the type of role they are seeking.)

3. Experience: 
- Administrative Assistant (06/2019 to Current) at Company Name - City, State: Performed general office duties, reviewed and corrected claim errors, and maintained records.
- Home Healthcare Aide (12/2016 to Current) at Company Name - City, State: Provided patients with help moving, dressing, and grooming, and assisted with their personal care.
- Office Assistant (09/2017 to 09/2019) at Company Name - City, State: Greeted persons entering the establishment, filed and maintained records, and performed various administrative functions.
- Unit Clerk (06/2018 to 11/2018) at Company Name - City, State: Cleaned and sterilized instruments, processed monthly reports, and scheduled patient appointments.
- Daycare Teaching Assistant (03/2016 to 08/2016) at Company Name - City, State: Escorted children on outings, disciplined children, and provided personalized educational support.

4. Accomplishments: None (The resume does not mention any notable achievements or awards the candidate has received.)

5. Education: 
- Bachelor of Science in Health Administration (Expected in 2020) from Eastern Michigan University - City
- High School Diploma (2016) from Mifflin High School - City
- High School Diploma (2016) from Fort Hayes Career Center - City

6. Projects: None (The resume does not mention any significant projects the candidate has worked on.)

7. Skills: 
- Administrative functions
- Administrative Support
- Art
- Automobiles
- Basic medical terminology
- Bookkeeping
- Charts
- CPR
- Client relations
- Data Entry
- Emotional support
- Faxes
- Filing
- First Aid
- General office duties
- Infection control
- Insurance processing
- Laundry
- Mail
- Office administration
- Patient care
- Progress tracking
- Reception
- Routing
- Safety
- Scheduling
- Sorting
- Spreadsheets
- Telephone
- Time management
- Travel Arrangements",8.0,8,0.05565862708719852
87,"1. Resume Summary: The candidate is a highly experienced customer service professional with over 30 years of experience in various roles, including customer service, sales, and leadership positions. They possess strong communication, leadership, and problem-solving skills, with expertise in the insurance industry.

2. Objective: To obtain a position that utilizes their strong customer service, communication, and leadership skills, offering opportunities for continued professional growth and development.

3. Experience: 
- Consumer Advocate at Company Name (09/2016 - Current): Assisted consumers with health insurance enrollments, account changes, and payment issues.
- Customer Service Representative at Company Name (06/2016 - 09/2016): Answered phones, assisted clients with policy changes, and sold insurance policies.
- Customer Service Representative at Company Name (09/2014 - 06/2016): Answered phones, assisted clients with policy changes, and sold insurance policies.
- Administrative Assistant at Company Name (05/2012 - 09/2014): Prepared marketing materials, processed commercial insurance policies, and created client data spreadsheets.
- Field Representative at Company Name (12/2007 - 05/2012): Inspected properties, identified risks, and submitted reports.
- Personal Lines Customer Service Representative at Company Name (05/2006 - 03/2007): Assisted agents with quoting and issuing new policies.
- Personal Lines Inside Sales Agent at Company Name (03/2005 - 05/2006): Quoted and issued personal lines policies.
- Underwriting Supervisor at Company Name (09/1999 - 03/2005): Managed a team of associates, conducted development sessions, and established team contests.
- Customer Service Team Lead at Company Name (09/1992 - 09/1999): Oversaw the processing of member transactions, provided assistance to supervision, and handled member complaints.
- Travel Sales Associate at Company Name (04/1988 - 09/1992): Sold travel packages to new and existing clients.

4. Accomplishments: Achieved a 96% and above accuracy rate on submitted reports as a Field Representative.

5. Education: 
- Certificate and licensed in California Property and Casualty Insurance, Insurance Educational Association
- Certificate in Travel and Tourism, Travel and Tourism Institute

6. Projects: None.

7. Skills: 
- Client Relations
- Multi-task management
- Computer Proficient, including Microsoft Office
- Project management
- Creative problem solving
- Customer needs assessment
- Customer satisfaction
- Customer service
- Reports creation
- Associate supervision
- Clerical skills",8.0,8,0.12687693259121832
88,"1. Resume Summary: A customer service professional with 3 years of experience in retail and customer service, dedicated to maintaining customer satisfaction and contributing to company success. Skilled in handling customer inquiries, resolving issues, and maintaining a positive attitude.

2. Objective: Seeking to advance skills in customer service, sales, marketing, human relations, and gain business experience and opportunities.

3. Experience: 
- Night Service Representative at Company Name (08/2017 to 09/2017): Handled member service issues, answered incoming inquiries, and maintained the front desk area.
- Account Manager at Company Name (03/2016 to 10/2016): Obtained client information, determined eligibility, established policies, and informed clients about procedures.
- Sales Counselor at Company Name (01/2014 to 08/2017): Generated leads, performed tours, assisted in facility maintenance, and handled member service issues.

4. Accomplishments: None.

5. Education: 
- Graduate of Western High School (2014)
- Attended Tallahassee Community College

6. Projects: None.

7. Skills: 
- Proficient in billings, first aid, and taking messages
- Fluent in both English and Spanish",8.0,8,0.09281385281385282
89,"1. Resume Summary: Dedicated Public Health Administrator with experience in staff development, project management, and community relations, seeking to merge managerial experience with the public health field to improve patient care and company investment return.

2. Objective: Seeking an opportunity to merge managerial experience with the public health field, resulting in improved patient care and increased company rate of investment return.

3. Experience: 
- Disability Advocate at Company Name (September 2005 - Present): advises patients to community resources, makes referrals, devises realistic treatment plans, and conducts Community Health Needs Assessment (CHNA).
- Supervisor, Lead Trainer, Human Resources Rep, and Shift Controller at Company Name (June 1986 - May 2004): coordinated department functions, maintained administrative processes, facilitated meetings, and conducted qualitative and quantitative analysis of logistics operations.

4. Accomplishments: 
- Featured on Community College of Philadelphia's T.V. program, ""Tapestry of Life: Resilience and Health"".
- Participant of many Magee Rehab Hospital programs, including Spasticity Training for Health Professionals and Wheel Chair Sports advisor.
- Partnered with Temple University's Center for Asian Health (CAH) on sodium reduction initiative.
- Featured in Philly.com article on nutrition in health of those living with a disability.
- Highlighted in Archives of Physical Medicine and Rehabilitation Official Journal in an article titled ""Cycling with Functional Electrical Stimulation after Spinal Cord Injury: What's in it for Me?""

5. Education: 
- Bachelor of Science in Public Health Health Services Administration from East Stroudsburg University (2016), GPA: 3.72.
- Associate of Science in Social/Behavioral Science Health Services from Community College of Philadelphia (2015), GPA: 3.73.

6. Projects: None.

7. Skills: 
- Administrative
- Community Health
- Logistics
- Meetings
- Mentor
- Needs Assessment
- Processes
- Public relations
- Quantitative analysis
- Simulation
- Treatment plans",8.0,8,0.04653061224489796
90,"1. Resume Summary: The candidate is a highly experienced HR professional with over 15 years of combined HR and payroll experience in both manufacturing and academic settings. They possess expertise in payroll processing, benefits administration, and employee conflict resolution.

2. Objective: None.

3. Experience: 
- HR Assistant/Payroll at Company Name (01/2014 to 01/2014)
- Payroll & Benefits Coordinator at Company Name (01/2013 to 01/2013)
- Assistant Office Manager at Company Name (01/2012 to 01/2013)
- HR Assistant/Payroll at Company Name (01/2012 to 01/2013)
- Safety & Benefits Coordinator at Company Name (01/2009 to 01/2012)
- Payroll / Human Resources Assistant at Company Name (01/2004 to 01/2009)
- Human Resources / Payroll Assistant at Company Name (01/2002 to 01/2004)
- Payroll Tax Analyst at Company Name (01/2001 to 01/2002)
- Payroll Clerk / Human Resources Assistant at Company Name (01/1999 to 01/2001)
- Payroll Clerk / Human Resources Assistant at Company Name (01/1996 to 01/1999)

4. Accomplishments: None.

5. Education: 
- B.B.A in Human Resources from Baker College
- MIOSHA Level One Certification from Macomb Community College
- General Industry Certification from Macomb Community College

6. Projects: None.

7. Skills: 
- Proficient in ABRA, Ceridian, Crystal Reports, Excel, HRIS, Microsoft Word, PeopleSoft, PowerPoint, QuickBooks, and SAP
- Experienced in benefits administration, conflict resolution, payroll processing, safety, and tax returns.",8.0,8,0.006233766233766235
91,"1. Resume Summary: 
Dependable and assertive Human Resources Professional with over 12 years of hands-on experience in customer and financial services, and 3 years of experience as an HR assistant, possessing extensive people skills and outstanding communication skills.

2. Objective: 
None.

3. Experience: 
- HR Professional (04/2013 to 06/2014): Responded to employee inquiries, provided training, and handled sensitive information. 
- HR Assistant (07/2011 to 05/2013): Created HR policies and procedures, recruited employees, managed leave-of-absence programs, and administered benefits enrollment. 
- Client/Advisor Professional (11/2011 to 07/2012): Assisted advisors and clients with financial products and services. 
- Personal Banker (09/2008 to 09/2011): Provided customer assistance for lending products, worked with partners to increase solutions and profits, and coached tellers and customer representatives.

4. Accomplishments: 
None.

5. Education: 
- Master of Arts in Human Resources Management from Concordia University (May 2012)
- Bachelor of Arts in Art (HR & Communication) from the University of Colombo (April 2007)

6. Projects: 
None.

7. Skills: 
- Staff Recruitment & Retention
- Employee Relations, retirement
- Payroll, health and welfare
- HR Program/Project Management
- Orientation & on-boarding
- Training & Development
- Performance Management
- Leave of absence and ethics
- HR Policies & Procedures
- Organizational Development",-1.0,8,0.0
92,"1. Resume Summary: Detail-oriented Accountant with 5 years of experience effectively maintaining accurate accounting information for large-scale financial organizations, possessing skills in accounting operations, cash flow analysis, and advanced bookkeeping.

2. Objective: None.

3. Experience: 
- Accountant II (02/2017 to Current) at Company Name, responsible for preparing and posting entries for the daily posting packet, verifying and balancing system originated interfaces, and managing the accounts payable function.
- Accountant (06/2015 to 02/2017) at Company Name, coordinating and supervising employees within Accounts Payable, overseeing employee business expense processing, and maintaining knowledge of all Credit Union processes.
- Accountant (08/2013 to 06/2015) at Company Name, performing a variety of support duties related to the accounting function, assisting the accounting team in maintaining financial records, and reconciling general ledger accounts.
- Financial Service Representative/Back-up Supervisor (01/2011 to 08/2013) at Company Name, providing customers with prompt and accurate banking service, identifying and referring sales opportunities, and assisting customers with opening and closing of accounts.

4. Accomplishments: 
- Employee of the month (November) at PNC Bank 2011
- Employee of the Quarter at PNC Bank 2011
- Retail Banking Achievement Award 2012

5. Education: 
- Bachelor of Science Degree in Finance, University of Maryland, graduated in 2010

6. Projects: None.

7. Skills: 
- Accounting, Accounting System, accounts payable, accruals, Articulate, ATM, banking, budget, Business Intelligence, calculator, cash flow, cashier, closing, Credit, documentation, equipment maintenance, filing, Finance, Financial, financial reports, financial statements, preparation of financial statements, fixed assets, funds, general ledger, general ledger accounts, ledger, mailing, Access, Excel, Microsoft Office, office, PowerPoint, Microsoft Word, Works, networks, PeopleSoft, policies, processes, coding, receiving, reconciling, Maintains files, reporting, research, sales, scanning, scheduling, phone, year-end.",8.0,8,0.0
93,"1. Resume Summary: 
The candidate is a seasoned Human Resources professional with over 10 years of experience in talent management, strategic recruitment planning, and organizational development. They have a proven track record of effectively communicating with staff, creating positive relationships, and building solid teams.

2. Objective: 
None (However, based on the candidate's experience and skills, it can be inferred that they are seeking a senior HR leadership role that leverages their expertise in talent management, recruitment, and organizational development.)

3. Experience: 
- HR Manager (March 2013 to Current) at a project management and consultancy firm, providing strategic direction and design in talent acquisition, onboarding, performance management, and instructional training design.
- Manager - HR Corporate Recruiter and HR consultant (January 2006 to March 2013) at a company division specializing in recruiting design, HR administration, and change management initiatives.
- Sr. HR Generalist/Lead Recruiting Manager (January 1998 to January 2006) at a growing placement firm, providing human resources and recruitment support.
- Employee Relations Generalist (January 1992 to January 1998) at an institute, managing HR operations and generalist duties.

4. Accomplishments: 
- Reduced total turnover rate by 20% and decreased turnover by 35% for the Chicago region.
- Implemented the company's first applicant tracking system (Region) and redesigned interview techniques.
- Created a vendor management system and clear contract negotiation process.
- Improved paper communication process by implementing an E-Fax System.
- Reduced unethical and inappropriate behavior, avoiding further turnover.

5. Education: 
- MS in Human Resources from Marquette University (Cum Laude).
- JD from The John Marshall Law School.
- BA in Bachelor of Arts from Marquette University.

6. Projects: 
None (However, the candidate mentions designing recruitment protocols, implementing an E-Fax System, and creating a vendor management system.)

7. Skills: 
- ADA, art, benefits, benefits administration, biotechnology, branding, budget, change management, contract negotiations, databases, designing, direction, employee relations, senior management, fax, focus, hiring, human resources, HR, team building, leadership, director, marketing, organizational development, payroll, performance appraisal, performance management, policies, processes, process improvement, project management, protocols, quality, recruitment, recruiting, recruiter, research, strategic, strategist, training design, vendor management, and vendor relations.",8.0,8,0.0
94,"1. Resume Summary: A dedicated and compassionate Nurse Practitioner with experience in various healthcare settings, including primary care, pediatrics, women's health, and urgent care, possessing strong interpersonal and leadership skills.

2. Objective: None.

3. Experience: 
- Practicum Experience (Aug 2014 - Sep 2016): Practiced patient assessment, diagnosis, and treatment in family practice settings, and enhanced physical assessment skills.
- Registered Nurse Clinician II (Dec 2010 - Current): Applied critical thinking skills to care for patients with various morbidities, prioritized patient care, and utilized resources to broaden knowledge.
- Staff Nurse (Nov 2008 - May 2010): Led a unit of skilled care for geriatric patients, delegated staff, and ensured smooth unit operations.
- Staff Nurse (May 2007 - Jun 2008): Participated in team nursing, provided aide for Registered Nurses, and assisted with patient care.

4. Accomplishments: 
- Conducted research for pediatric invasive procedures.
- Implemented evidence-based pain control intervention for infants.
- Assisted in strengthening inter-unit hospital relationships with the Emergency Department.
- Encouraged team building and acceptance of new employees within the department.

5. Education: 
- Master of Science in Nursing (2017), University of St. Francis, Family Nurse Practitioner.
- Bachelor of Science in Nursing (2014), University of St. Francis.
- Associate of Applied Science in Nursing (2010), Richland Community College, Registered Nurse.
- Practical Nurse (2005), Richland Community College, Licensed Practical Nurse.

6. Projects: None.

7. Skills: 
- Strong interpersonal and leadership skills.
- Ability to navigate computers and communicate effectively.
- Value teamwork and respect all members of the healthcare team.
- Ability to practice confidently, formulate differentials, and build a suitable plan of care.
- Proficient in telemetry, intravenous and oral chemotherapy administration, and potential adverse reactions and oncologic emergencies.",8.0,8,0.006233766233766235
