User ID,Resume Summary
895,"1. Resume Summary: The candidate is a seasoned professional with experience in patient advocacy, office support, and operations team leadership. They possess a strong educational background in human resources and management, with an MBA and multiple certifications.

2. Objective: Seeking an opportunity in a management/HR department where their professional experience and education can contribute to a progressive organization.

3. Experience: 
- Patient Advocate (May 2017 - Current): Developed and implemented policies, facilitated patient complaint/grievance processes, and worked with unit leaders to resolve patient issues.
- Office Support (March 2015): Managed day-to-day operations, created reports, and provided clerical support to the team supervisor and staff.
- Operations Team Lead (September 2002 - January 2015): Interacted with business clients, reviewed system access, prepared agendas, and managed electronic calendars.

4. Accomplishments: 
- Founder of Women Embracing Diversity Non-Profit Women's Support Group.
- Organized women's conferences and planned activities.

5. Education: 
- MBA (2011): Chuck Bishop/Eric Stoddard Diverse Leaders Program.
- Bachelor of Science in Management - Human Resource Management (2009): Kaplan University.
- Business Administration Management (2007): Kaplan University.
- WFHM Reverse Mentoring Senior Management (1983): MSTA Business College.

6. Projects: None.

7. Skills: 
- Acquisitions
- Agency
- Billing
- Clerical
- Coaching
- Clients
- Email
- Senior Management
- Filing
- Financial
- Hiring
- Human Resources
- HR
- Information Security
- Letters
- Mailing
- Materials
- MBA
- Meetings
- Mentor
- Mentoring
- Access
- PowerPoint
- SharePoint
- Windows XP
- Microsoft Word
- Networking
- POS
- Presentations
- Progress
- Scanning
- Supervisor
- Excel
- Generating Reports
- MyRounding Application
- Press Ganey"
896,"1. Resume Summary: Seasoned aerospace professional with over 20 years of experience in fixed and rotary wing flight testing, test management, systems integration, and UAV operations. Background includes extensive experience in flight test planning, execution, and reporting, as well as high-altitude, long-endurance Unmanned Aerial Systems (UAS) operations.

2. Objective: None (The resume does not explicitly state the candidate's career goals or the type of role they are seeking.)

3. Experience: 
- Lead Operations Engineer - Global Hawk Project (06/2006 to 01/2015): Managed all operational aspects of Global Hawk high-altitude, long-endurance UAS, and scientific payload integration. 
- Operations Engineer (01/1997 to 06/2006): Project Manager for Missile Defense Agency DC-10 WASP Structural Restoration, and Technical Manager for B-52H Launch Platform Aircraft Research Vehicle pylon construction.
- Senior Engineer (06/1996 to 01/1997): Planned test programs to evaluate operability, suitability, and engine/airframe integration and compatibility of F-16 propulsion systems.
- Project Manager / Senior Flight Test Engineer (10/1986 to 06/1996): Managed 18 test programs and led diverse teams composed of test pilots, flight test and test instrumentation engineers, aircraft mechanics, test instrumentation and data reduction technicians, and contractor personnel.
- Flight Test Engineer (01/1983 to 09/1987): Performed detailed test planning to efficiently evaluate the performance, handling qualities, mission suitability, specification compliance, and airframe icing characteristics.

4. Accomplishments: 
- Developed initial Operational Concept for the Global Hawk UAS for NASA operations and generated testing roadmap to achieve successful initial operational capability of the NASA Global Hawk UAS.
- Received NASA Exceptional Service Medal (2011), NASA Dryden Directors Safety Award (2000), U.S. Army Commanders Award for Civilian Service (1996), and U.S. Army Commanders Award for General Excellence (1987).
- Led the NASA effort to resolve unexpected developmental problems that surfaced during testing and qualification of the Global Hawk command and control system.
- Generated requirements for workmanship, functional test, and environmental test for Science payloads planned for installation on the Global Hawk.

5. Education: 
- Bachelor of Science in Aeronautical Engineering from California Polytechnic State University (1982).
- Various training and certifications, including Defining System Requirements (NASA, 1994), Advanced System Safety Practices (NASA, 2001), Personnel Management for Executives (US Army, 1994), Test and Evaluation Management (US Air Force Institute of Technology), and Hazards of High-Intensity Electromagnetic Radiation to Flight (CKC Laboratories, 1991).

6. Projects: 
- Global Hawk high-altitude, long-endurance UAS project.
- Missile Defense Agency DC-10 WASP Structural Restoration project.
- B-52H Launch Platform Aircraft Research Vehicle pylon construction project.
- F-16 propulsion systems test program.
- Various other test programs and projects.

7. Skills: 
- Flight test management
- UAS operations
- Flight test engineering
- Systems integration and test
- Aircraft modification management
- Team leadership
- Conceptual design
- Quality assurance
- Test and evaluation management
- Personnel management
- Safety
- Scheduling
- Scientific research
- System integration
- Telemetry
- Test Director
- Training materials
- VMS
- FORTRAN
- Microsoft Word
- Excel"
897,"1. Resume Summary: Dedicated and motivated professional with a strong background in Medical, Pharmaceutical, and Dental Sales, and New Business Development, with over 12 years of experience in consultative selling, account management, business development, and customer relations.

2. Objective: Seeking a senior role in marketing, sales, or administration, utilizing skills in consultative selling, account management, business development, and customer relations to drive revenue growth and build profitable relationships.

3. Experience: 
- Marketer/Administrator at Company Name (January 2014 - July 2014): Managed internal office employees, payroll, and spent 80% of the day as Director of Marketing, calling on various clinical representatives and reporting to the President of the company.
- Executive Dental Oral Healthcare Representative at Company Name (January 2009 - October 2012): Promoted a full line of dental healthcare products, trained at dental and hygiene schools, and consistently increased regional market share.
- Executive Therapeutic Specialty Pharmaceutical Sales Representative at Company Name (January 2003 - January 2009): Interacted with physicians and healthcare professionals to promote pharmaceuticals, met specified sales quotas, and increased market share.
- Radiology Product Specialist at Company Name (January 2001 - January 2002): Performed managerial and administrative duties, initiated an employee retention and client satisfaction program, and increased customer satisfaction by 70%.

4. Accomplishments: 
- Ranked #2 in the country for facilitating the most Telecons for practitioners within the first year out of 150 reps.
- Received the ""Empowerment Spirit Award"" in 2010 and the ""Silver Spirit Award"" in 2011 for hard work and new ideas to generate revenue.
- Recognized as ""Diamond Tier Winner"" in 2004, ""Ruby Tier Winner"" in 2005 and 2006, and ""Bronze Spirit Award"" in 2004 for sales achievements.
- Presented with the ""Geo Team Award"" and ""Top 10 Sales Rep"" award for the region in 2007.
- Ranked #5 in the company (out of 300) within the first 6 months of employment.

5. Education: Bachelor of Science (BS) in Radiologic Technology Biology from Avila University, St. Joseph Healthcare Center, with a GPA of 3.5.

6. Projects: None.

7. Skills: 
- Biotechnology and Pharmaceutical Sales
- Administrative
- Award-winning sales professional
- Proficient in MS Office Suite and SalesForce.com
- Strong expertise in consultative selling, account management, business development, and customer relations."
898,"1. Resume Summary: 
The candidate is an experienced Information Technology Specialist and Information Security Officer with over 25 years of experience in database administration, security, and management. They possess strong expertise in Oracle, UNIX/LINUX, and security best practices, with certifications in OCP, CISSP, and CISM.

2. Objective: 
None (The resume does not explicitly state the candidate's career goals or the type of role they are seeking.)

3. Experience: 
- Information Technology Specialist Information Security Officer (October 2010 to July 2015): Installed and configured Oracle software, scripted maintenance and monitoring tools, and managed support staff.
- Vice President (April 2002 to September 2010): Performed database penetration testing, led database consolidation projects, and provided operational support for Oracle systems.
- Database Manager (February 2000 to April 2002): Created and supported multi-instance spatial environments, gathered user requirements, and designed database structures.
- Senior Database Administrator (January 1999 to February 2000): Served as technical liaison and support manager, participated in due diligence audits, and wrote Oracle installation and configuration standards.
- System Staff Specialist/Database Administrator (December 1997 to January 1999): Provided DBA support for telesales, signature verification, and electronic payment systems.
- Senior Database Administrator (June 1997 to December 1997): Converted a document management system from Sybase to Oracle and mentored Oracle database administrators.
- Database Administrator (September 1996 to June 1997): Implemented and maintained critical high-volume online and Internet server Oracle databases.
- Associate Computer Programmer/Analyst (June 1991 to September 1996): Served as technical lead for Pavement and Bridge Management Systems development and production Oracle databases.

4. Accomplishments: 
- Reduced in-house database problem tickets by 60%, job failures by 80%, and on-call support issues by 80%.
- Performed block-level data recovery that Oracle Corporation said was not possible, saving critical business data and minimizing impact to business functions.

5. Education: 
- Master of Science in Management from the College of Saint Rose.
- Bachelor of Arts in Music History from a university (name not specified).

6. Projects: 
- Developed and implemented a least-privilege database administration model and application development templates.
- Created a comprehensive and cross-referenced database security benchmark utilizing the CIS Oracle Security Benchmark, NIST, and DoD.
- Managed IBM engagement for Guardium from proof of concept to procurement.
- Replaced manual terminal service audit reports with a secure self-service, repeatable, and audited process using PL/SQL and COGNOS.

7. Skills: 
- Database administration (Oracle, Sybase)
- Security best practices (CISSP, CISM)
- UNIX/LINUX
- Scripting (PL/SQL, SQLLoader, UNIX shell scripts)
- Capacity planning
- Performance monitoring and tuning
- Backup and recovery
- Change control
- Auditing and analysis
- Application development
- Enterprise software (Oracle Enterprise Manager, PeopleSoft)
- Operating systems (Windows NT, UNIX)"
899,"1. Resume Summary: A dependable and motivated professional with experience in managing multiple projects in fast-paced environments, possessing strong organizational and communication skills, and proficient in Microsoft Office Suite.

2. Objective: None.

3. Experience: 
- Healthcare Documentation Services Delivery Manager at Company Name (January 2009 to January 2014): Managed customer satisfaction, trained medical records staff, and reduced overtime costs by 25%.
- Customer Care Manager at Company Name (January 2005 to January 2009): Conducted customer touch base calls, developed monthly reporting statistics, and resolved customer complaints.
- Work Flow Coordinator at Company Name (January 1995 to January 2005): Oversaw transcription workflow process, hired and trained staff, and maintained employee scheduling.

4. Accomplishments: 
- Eliminated document turnaround time and quality penalties by achieving 97% document turnaround time and 95% document quality.
- Reduced overtime costs by 25% by improving production performance.
- Had success in having over 98% of customers resign new 1-4 year contracts.
- Received high-scoring customer surveys and resigned contracts.

5. Education: 
- High School Diploma from Rowland High School.
- Microsoft Office Specialist Course from East San Gabriel Valley Occupational Program.

6. Projects: None.

7. Skills: 
- Human Resources, Scheduling, and Payroll.
- Interviews, New Hire Training, and Orientation.
- Microsoft Word, Excel, Access, PowerPoint, and Outlook.
- Electronic Time Card and Scheduling Applications.
- Multitasking in a fast-paced environment.
- Extremely Organized, Communication Proficiency.
- Team Oriented with the ability to build strong relationships with Individuals at various levels.
- Deadline results-driven, Time Management."
900,"1. Resume Summary: The candidate is a customer service professional with over three years of experience in front-line customer service, excellent communication skills, and a strong work ethic. They possess a strong background in social media management and customer relations.

2. Objective: Seeking opportunities in Corporate America to develop as a career professional with training, coaching, and mentoring opportunities available.

3. Experience: 
- Social Media Agent at Company Name (2015-Present): Trained and worked directly with MetroPCS HQ, built social media posts, advertising, and promotions across social media platforms, and engaged in customer service via various social media platforms.
- Customer Appreciation Team Agent at Company Name (2014-2015): Worked in the retention department for Metro PCS Cell Phone Company, handled inbound and outbound calls, and escalated customer concerns to upper management.
- Floor Associate at Company Name (2013-2014): Executed store initiatives related to sales, service, and customer experience, met and exceeded assigned customer experience and reputation targets, and resolved customer service issues.
- Front Desk Customer Service at Company Name (2011-2012): Provided face-to-face customer service, handled general office duties, and completed sales transactions accurately and efficiently.

4. Accomplishments: None.

5. Education: 
- Richland College (2015)
- Winfreee Academy Charter School (2014)
- Berkner High School (2011)

6. Projects: None.

7. Skills: 
- Proficient in Microsoft Office Suite, Avaya Phone System, and Sprout Social Media Management
- Strong skills in advertising, customer satisfaction, customer service, public relations, sales, and social media platforms
- Bilingual in English and Spanish (spoken and written form)"
901,"1. Resume Summary: Highly skilled IT consultant with over 10 years of experience in business operations, infrastructure management, software/hardware support, and software development. Proficient in a wide range of technologies, including Active Directory, Microsoft Server, and various programming languages.

2. Objective: None.

3. Experience: 
- Freelance IT Consultant (Current): Provided technical support, designed and implemented PC re-imaging process, and worked with technology vendors to manage costs.
- Information Technology Specialist (04/2012 - Current): Served as liaison between departments, developed project plans, and increased efficiency of infrastructural technologies and organizational processes.
- Information Technology Consultant (04/2007 - 12/2012): Provided consultation for business software and hardware solutions, configured LANs and WLANs, and designed and installed client Networks.
- Help Desk Specialist (08/2011 - 04/2012): Provided technical support for network applications, monitored client-side interfaces, and improved reliability of education software and systems.

4. Accomplishments: 
- Designed and implemented a PC re-imaging process that reduced operating system installation and configuration time from 14 hours to 1.5 hours per computer.
- Executed a business plan that lowered overall business operations cost by 81%.
- Trained over 400 employees to use Windows 7 Professional and other Microsoft Office products.
- Finalized a migration from a Novell Network to Microsoft Active Directory on Windows Server 2012.

5. Education: 
- Associate of Applied Science in Computer Science from Minnesota School of Business (2012)
- Information Technology Internship

6. Projects: 
- Designed and planned to install Microsoft System Center Configuration Manager (SCCM).
- Wrote batch scripts to allow 200+ clients to access Microsoft Terminal Services in an Active Directory environment.
- Migrated from a Novell Network to a Microsoft Active Directory environment on Windows Server 2008.

7. Skills: 
- Proficient in Active Directory, Microsoft Server, C++, Java, PHP, SQL, Visual Basic, and various other programming languages.
- Experienced in network administration, software development, and business operations management.
- Skilled in designing and implementing PC re-imaging processes, configuring LANs and WLANs, and analyzing system and registry data for infected computers and servers."
902,"1. Resume Summary: A detail-oriented professional with experience in case management services, particularly in youth and family-related programs. Skilled in crisis prevention intervention, discharge planning, and parent-child conflict resolution, with a strong background in psychology and exceptional interpersonal skills.

2. Objective: Seeking a role that utilizes case management skills to develop comprehensive programs and services for youth and families, potentially in a leadership or senior position.

3. Experience: 
- Case Manager at Company Name (12/2013 to Current): Provides case management services, including intake, assessment, crisis intervention, advocacy, referral, and monitoring of families. Coordinates care with outreach workers, health educators, and other service providers.
- Case Manager at Company Name (10/2011 to 12/2013): Provided linkage and advocacy to children and adolescents and their families, assisting in developing skills and supports necessary to enhance quality of life.
- Senior Teller/Relationship Banker at Company Name (05/2006 to 10/2011): Responsible for client services, including receiving, paying out, and keeping accurate records of transactions, as well as managing client relationships and identifying future needs.

4. Accomplishments: None.

5. Education: Bachelor of Arts in Psychology from West Virginia State University (2011), with coursework in Child Development and Psychology, Communications and Public Relations, and Cultural Diversity and Ethnic Studies.

6. Projects: None.

7. Skills: Proficient in case management, family and children's programs, crisis prevention intervention, child abuse and criminal history clearance, discharge planning, parent-child conflict resolution, suicidal ideation identification, alternative discipline techniques, mental health systems, and exceptional interpersonal skills. Additionally, skilled in computer use, first aid, and cash handling, with experience in banking, benefits, counseling, client services, and problem-solving."
903,"1. Resume Summary: The candidate is a technically sophisticated Aviation Electrician with 20 years of experience in large-scale electronic systems, troubleshooting, installation, calibration, and maintenance repair within the United States Navy. They have in-depth knowledge of aircraft, avionics, electrical, and electronic technologies.

2. Objective: None (The resume does not explicitly state the candidate's career goals or the type of role they are seeking.)

3. Experience: 
- Electrician, Company Name (February 2017 to Current): Inspected, tested, and maintained electrical, electronic, and HVAC systems on rolling stock equipment.
- Service Technician, Company Name (February 2016 to February 2017): Repaired, reconditioned, serviced, and maintained Uninterruptable Power Supply systems and other power systems-related components.
- Electrical Work Center Supervisor/1st Lieutenant Supervisor, Company Name (July 2014 to February 2016): Supervised personnel performing scheduled and unscheduled maintenance on flight control, instrumentation, navigation, and electrical systems on aircraft.
- Avionics Division Supervisor/Indoctrination Supervisor, Company Name (July 2011 to July 2014): Managed administrative and production efforts of avionics technicians and performed intermediate-level repair of aircraft systems and components.
- Avionics Work Center Supervisor, Company Name (July 2008 to July 2011): Supervised administrative and production efforts of avionics technicians and performed intermediate-level repair on aircraft electrical and power generation systems and components.
- Aviation Electrician Shift Supervisor/Avionics Technician Shift Supervisor, Company Name (July 2001 to July 2008): Supervised personnel performing scheduled/unscheduled maintenance and corrosion prevention and treatment on helicopters.
- Aviation Electrician/Avionics Technician, Company Name (July 1996 to July 2001): Performed scheduled/unscheduled maintenance and corrosion prevention and treatment on helicopters.

4. Accomplishments: 
- Led 59 Sailors and Marines in completing 247 work orders, resulting in a 92% repair rate.
- Received the highest grade of ""On Track"" on all seven Naval Aviation Maintenance Programs under management during an aviation maintenance inspection.
- Trained 150 sailors in damage control procedures across nine repair lockers, resulting in prompt response to 75 actual and training casualties.
- Led 16 Sailors in completing 15 special inspections, 4 phase inspections, and 2 aircraft compass calibration verifications, totaling more than 165 man-hours and enabling a 25% reduction in work center backlog.
- Developed and executed a plan for successful onload and accountability of 93 items of V-22 Osprey support equipment valued at over $8M.
- Supervised 27 sailors throughout four work centers in successfully completing 20 self-audits, 35 drills, and 22 practicals, resulting in 13 of 13 programs graded as on track.
- Received 5 Navy and Marine Corps Achievement and 6 Good Conduct Medals, and was awarded Junior Sailor of the Year in 2006.

5. Education: Bachelor of Science in Professional Aeronautics, Embry-Riddle Aeronautical University (2007)

6. Projects: None (The resume does not explicitly mention any specific projects the candidate has worked on.)

7. Skills: 
- Troubleshooting
- Problem Resolution
- Avionics Systems
- Electrical Components
- Aircraft Instruments
- Process Change and Implementation
- Goal Attainment
- Maintenance Management
- Project Management
- Quality Assurance
- Team Leadership and Training
- Inspections
- Deadline Adherence
- Secret Clearance
- Collateral Duty Inspector
- Schematics"
904,"1. Resume Summary: Results-focused, goal-oriented Business/Financial analyst with extensive experience in the business, nonprofit, and healthcare sectors, possessing superior analytical and quantitative skills with proficiency in data entry, Access, Excel, Crystal Reports, and various statistical software.

2. Objective: Seeking a senior business analyst or project management role to utilize expertise in data analysis, process improvement, and financial management to drive business growth and success.

3. Experience: 
- Commission Specialist (Jan 2016 - Current): Posts over $300,000 in commissions each month, reviews and processes commission statements, and performs monthly reconciliation of cash to the general ledger.
- Business and Healthcare Instructor (Jan 2015 - Jan 2016): Increased student enrollment by 20% and improved graduation rate by 25%, taught data entry, Excel, PowerPoint, and Word to 125 students.
- Client Specialist (Jan 2014 - Jan 2016): Attained positive treatment goals for 50 residents, provided data entry and documentation for 110 case files, and coordinated medical treatment for over 50 clients.
- Coordinator and Grant Writer (Jan 2009 - Jan 2012): Achieved federal grant eligibility, coordinated research documentation, and developed detailed year-end budget reports.
- Pharmacy Tech & Assistant Case Manager (Jan 2005 - Jan 2008): Processed hospital discharges, verified documentation, and improved billing efficiency by 15%.

4. Accomplishments: 
- Increased student enrollment by 20% and improved graduation rate by 25% as a Business and Healthcare Instructor.
- Attained positive treatment goals for 50 residents as a Client Specialist.
- Achieved federal grant eligibility as a Coordinator and Grant Writer.
- Improved billing efficiency by 15% as a Pharmacy Tech & Assistant Case Manager.

5. Education: 
- MBA, Business Administration (2012), IONA COLLEGE.
- MA, Public Policy (2011), SUNY EMPRIE STATE COLLEGE.

6. Projects: None.

7. Skills: 
- Proficient in MS Office 365 (Access, Excel, Outlook, PowerPoint, and Word), SharePoint, Visio, Sage ACT, Fastrax POS, Crystal Reports, Lotus Notes, Microsoft Expressions, IMA software, Stars software, QuickBooks, SPSS, GNU PSPP, Microsoft Dynamics.
- Advanced Access and Excel skills, including building databases, creating forms, pivot tables, t-tests, and standard deviations.
- Strong analytical and quantitative skills with expertise in data entry, financial management, and process improvement."
905,"1. Resume Summary: The candidate is an experienced Information Technology Consultant with over 20 years of experience in IT, administrative, and financial roles. They possess strong technical skills in software and hardware, as well as expertise in administrative duties, data entry, and customer service.

2. Objective: None (The resume does not explicitly state the candidate's career goals or the type of role they are seeking.)

3. Experience: 
- Information Technology Consultant (12/2009 to 02/2016): Provided IT consulting services, including network setup, software installation, and computer repair.
- Office Administrator/Billing Assistant (08/2015 to 01/2016): Assisted with administrative duties, data entry, and billing in an operations department.
- Funding & Settlement Coordinator/Office Manager (08/2011 to 08/2015): Managed client relationships, entered data into a database, and performed administrative tasks in a law office.
- Student Operations Specialist (01/2002 to 12/2009): Prepared student reports, managed course scheduling, and maintained student records in an educational institution.
- Information Technology Coordinator (05/1996 to 05/2001): Installed and troubleshooted Windows 2000 workstations, managed telecommunications, and trained employees in a financial institution.

4. Accomplishments: 
- Setup a network for a small non-profit organization.
- Created organizational spreadsheets for daily operations and marketing for small businesses.
- Upgraded SQL and Time Matters for a law firm.
- Developed great working relationships with trust maintenance clients, resulting in a 73% growth in the client base.
- Saved a company over $4 million by strengthening controls on textbook inventory.
- Developed a system of student records collection and storage electronically on a company database.
- Created a process and form for third-parties to request student records in accordance with FERPA.

5. Education: 
- Certificate of Completion, Microsoft Certified Systems Engineer Training, ComputerTraining.Com (January 2002)
- B.S. in Business Finance, Towson University (January 1991)
- Maryland Notary Public (Commission Expires August 26, 2018)
- Microsoft Certified Systems Engineer (February 2002)

6. Projects: None (The resume does not explicitly mention any significant projects the candidate has worked on.)

7. Skills: 
- Administrative duties
- Adobe Acrobat
- Asset management
- Billing and billing systems
- Computer repair and upgrade
- Data entry
- Database management
- Hardware installation and troubleshooting
- Information technology
- Inventory management
- Microsoft Certified Systems Engineer
- Microsoft Excel
- MS Windows
- Network setup and troubleshooting
- Notary Public
- Office administration
- Organizational skills
- Peripherals installation and troubleshooting
- Printers installation and troubleshooting
- Quality control
- Routers installation and troubleshooting
- Scheduling
- Servers installation and troubleshooting
- Software engineering
- Spreadsheets creation
- SQL
- System administration
- Telecommunications
- Troubleshooting
- Upgrade and maintenance of computer systems
- Visual Basic programming"
906,"1. Resume Summary: Renu Sharma is an HR Executive with over a year of experience in Human Resource Management and Finance, specializing in recruitment, employee relations, and staff development. She has a strong educational background in Management from Doon University.

2. Objective: None.

3. Experience: Renu Sharma worked as an HR Executive at a company in City, State from May 2013 to June 2014. Her key responsibilities included job description management, staff recruitment, training and development, attendance monitoring, and employee relations.

4. Accomplishments: None.

5. Education: MBA in Management from Doon University, India, graduated in 2012.

6. Projects: 
- Summer Internship: ""Impact of Training and Development in the Organization"" at HDFC, Sales, Dehradun, India, where she acted as Lead Coordinator and HR Management Trainee.
- Winter Internship: ""Growth and Development in the Organization"" at ANANDA IN THE HIMALAYA, Narender Nagar, Uttarakhand, India, where she acted as Management Trainee in the HR department.
- Dissertation Report: ""A Comparative Analysis of the Factors Determining Motivational Level of Employees Working in Public and Private Banks, Dehradun Region"" at SBI Bank and HDFC Bank, Dehradun, Uttarakhand.

7. Skills: Proficient in SPSS Software, MS Office (Word, Excel, Power Point, Internet & E-mail operations), with key skills in professional management, meeting objectives, problem identification, effective communication, and team-building."
907,"1. Resume Summary: Advocate General is a seasoned professional with over 11 years of experience in management within the Criminal Justice and Mental Health disciplines. They have a proven track record of innovative staff development, effective leadership, and strong analytical thinking.

2. Objective: None.

3. Experience: 
- Advocate General (August 2014 to Current): Provides oversight for state-operated and private facilities, developed the Advocacy Conditional Release Monitoring Program, and analyzed consumer grievances to reduce complaints by 50%.
- Consumer Advocate (August 2013 to August 2014): Represented mental health consumers, collaborated with facility administrators, and provided oversight for facilities licensed or contracted with ODMHSAS.
- Community-Based Supervision Program Manager (January 2004 to January 2013): Established community-based supervision programs, marketed services, and collaborated with state agencies to create policies and procedures.

4. Accomplishments: 
- Reduced consumer grievances by 50% through the Advocacy Conditional Release Monitoring Program.
- Decreased critical incidents by 34% from 8/2014 to 8/2015.
- Finished the fiscal year 20% under budget, allowing savings to be passed on to other divisions.
- Received the BEST Award (Building Excellent Services Together) twice.

5. Education: 
- Bachelor of Criminal Justice, University of Oklahoma.

6. Projects: None.

7. Skills: 
- Streamlining processes
- Budget management
- Interpersonal skills
- Computer literacy
- Contract management
- CPR
- Note-taking
- Meeting management
- Mental Health knowledge
- Organizational skills
- Problem-solving
- Reporting
- Supervision"
908,"1. Resume Summary: A California-licensed Vocational Nurse with over 25 years of experience, specializing in patient-centered care, medication administration, and acute and rehabilitative care. Proven ability to work effectively as a team member and interact positively with patients.

2. Objective: None

3. Experience: 
- Field Nurse (January 2011 to Current) at Company Name, assisting physicians, supporting patients, and coordinating care plans.
- Staff Nurse/Detox Specialist (December 2012 to October 2013) at Company Name, providing education to patients and implementing total patient care.
- Home Health Care Nurse (March 2009 to November 2010) at Company Name, providing care for home-bound vent patients.
- Staff Nurse (October 2008 to January 2009) at Company Name, providing nursing care to patients.
- Private Nurse (May 2007 to September 2007) at Company Name, providing primary care and assistance with daily living activities.
- Staff Nurse (March 1999 to August 2006) at Company Name, assisting patients in the 55-bed Respiratory Support Unit.
- Home Healthcare Nurse (April 1992 to February 1999) at Company Name.
- Staff Nurse (September 1987 to August 1991) at Company Name.

4. Accomplishments: None

5. Education: 
- Bachelor of Science in Business Administration from California State University (1999)
- Associate of Arts from Franklin Pierce College
- Licensed Vocational Nurse from San Francisco Community College

6. Projects: None

7. Skills: 
- Patient-centered care
- Medication administration
- Acute and rehabilitative care
- Wound cleaning/care
- Mobility assistance
- IV drug therapy management
- Colostomy care
- Gastroenteral nutrition education
- Body mechanics knowledge
- Medical clinical specimen collection/processing proficiency"
909,"1. Resume Summary: The candidate is an experienced accountant with over 10 years of experience in various accounting roles, including staff accountant, senior finance associate, and campus accountant. They have expertise in accounting software such as SAP, AS400, and JDE, and possess strong knowledge of financial management, budgeting, and compliance.

2. Objective: To obtain a challenging and rewarding accounting position that utilizes their skills, knowledge, and education to maximize their full potential while developing additional knowledge and abilities.

3. Experience:
- Accountant at Company Name (01/2013 to 03/2014): Managed capital jobs, tracked spending, and maintained files for CIP. Conducted monthly audits of purchasing cards and ensured compliance with company policies.
- Campus Accountant at Company Name (06/2012 to 12/2012): Managed student accounts, processed payments, and monitored aged trial balances. Maintained accurate inventory using the just-in-time inventory method.
- Staff Accountant at Company Name (12/2010 to 05/2012): Developed and implemented a new strategy for collecting and reporting monthly taxes. Maintained responsibility for fixed assets, including journal entries and depreciation.
- Senior Finance Associate at Company Name (10/2008 to 11/2010): Processed invoices for vendors, worked with foreign vendors, and monitored outstanding checks.
- Staff Accountant at Company Name (06/2006 to 09/2008): Oversaw accounting for 21 retail salons, monitored inventory control procedures, and reconciled accounts.

4. Accomplishments: None.

5. Education:
- Bachelor of Business Administration in Accounting from Friends University (2009), GPA: 3.5
- Bachelor of Business Administration from Baker University (2009), GPA: 3.63

6. Projects: None.

7. Skills: Accounting, Accounts Payable, Accruals, AP, AS400, Automotive, Trial Balance, Balance Sheets, Bank Reconciliations, Benefits, Budget, Counseling, Credit, Documentation, Finance, Financial, Fixed Assets, Forms, Government, Instructor, Inventory, Inventory Control, JDE, Managing, Materials, Meetings, Microsoft Office Suite, Policies, Coding, Purchasing, Reconciling, Repairs, Reporting, Retail, Sales, SAP, Scheduling, Spreadsheet, Strategy, Tax, Taxes, Year End."
910,"1. Resume Summary: 
The candidate is a seasoned Performing Arts Director with over 25 years of experience in event management, marketing, and talent programming. They have a proven track record of improving productivity, managing multi-unit operations, and leading teams.

2. Objective: 
None (The resume does not explicitly state the candidate's career goals or the type of role they are seeking.)

3. Experience: 
- Director of Programming Arts at Dixie State University (2014 - Current): Managed cultural arts activities at multiple venues, including the Cox Performing Arts Center and the Tanner Amphitheater.
- Board of Directors Member at SUSWA (2010 - Current): Contributed to planning and implementing clinics and concert series for songwriters and performers.
- Operations Manager/Owner at Spiral Studios (1994 - 2015): Managed daily operations of a commercial recording studio, created production music, and hired and managed artists for festival-style shows.
- Musician (1994 - Current): Toured and performed as a musician, gaining a deep understanding of the industry from multiple perspectives.

4. Accomplishments: 
- Improved the bottom line of shows at the Cox Performing Arts Center and the Tanner Amphitheater.
- Created and funded permanent improvements and endowments.
- Generated a 30% increase in season ticket memberships to the Celebrity Concert Series.
- Created a scholarship program for College of the Arts students at DSU.
- Renovated the Cox Center's Green room and made permanent improvements to the stage at Tanner Amphitheater.

5. Education: 
- Bachelor of Science in Psychology from Brigham Young University (1994), with a minor in Business and an emphasis in Marketing.

6. Projects: 
- Developed the Trailblazer Summer Concert Series at the Tanner Amphitheater, turning a poorly attended series into a well-attended festival.
- Co-created, produced, and directed the original show ""Sanctuary: The Story of Zion"" for the Tanner Amphitheater.

7. Skills: 
- Proficient in sales software: Showare.
- Proficient in audio/video software: Pro Tools, Qlab, Adobe Premiere.
- Proficient in desktop publishing software: Photoshop, Illustrator, Indesign, Wordpress.
- Proficient in Microsoft Office Suite."
911,"1. Resume Summary: A financial professional with experience in analysis, accounts payable/payroll, and Microsoft Office. Skilled in meeting challenges and deadlines, with expertise in financial planning, account reconciliations, and customer relations.

2. Objective: None.

3. Experience: 
- Court Appointed Special Advocate (January 2015 to Current): Reviewed documents, interviewed family members, and provided written reports at court hearings. Advocated for the child's best interests and ensured that the children and their family are receiving appropriate services.
- Cashier (May 2014 to August 2014): Computed and recorded transactions, issued receipts, and resolved customer complaints.
- Event Planner (January 2010 to May 2012): Collaborated with faculties and students to prepare parties, created executive analysis reports, and negotiated business contracts.
- Manager Assistant (August 2008 to October 2009): Facilitated conferences, planned meetings, and communicated with local residents.

4. Accomplishments: Provided suggestions and helped to develop a formal plan for the reconstruction of a local Bloomington restaurant.

5. Education: Bachelor of Science in Public Financial Management and Mathematics from Indiana University Bloomington, graduated in 2016 with a GPA of 3.28/4.00.

6. Projects: None.

7. Skills: Proficient in Microsoft Office (Access, Excel, PowerPoint, Word), Chinese, English, business presentations, conferences, and meetings."
